"","Team","Pred","Goal0","Goal1","Goal2","Goal3","Goal4","Goal5"
"1","Caen",1.52042247192514,0.21861950683566,0.332394010994129,0.252689661924403,0.128065013471009,0.0486782310871796,0.00475128039991624
"2","Reims",1.02305051071594,0.359496617518195,0.367783198152642,0.188130394351401,0.0641556320074639,0.0164086130226349,0.000668176961073907
