"","GameNum","X","Season","Date","Div","Country","League","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HomeOverall","HomeGoalkeeper","HomeAttacking","HomeMidfield","HomeDefense","HomeBench","AwayOverall","AwayGoalkeeper","AwayAttacking","AwayMidfield","AwayDefense","AwayBench","GoalDiff","TotalGoals"
"15889",15889,19809,"2016/2017","2017-01-15 00:00:00","SP2","Spain","La Liga Segunda Division","Reus Deportiu","Almeria",1,0,"H",NA,NA,NA,NA,70.2727272727273,72,70,70.5,69.75,68.8571428571429,71.3636363636364,68,71,70.75,73,69,1,1
"8354",8354,10741,"2017/2018","2018-02-23 00:00:00","SP2","Spain","La Liga Segunda Division","Sp Gijon","Osasuna",2,0,"H",15,7,5,2,73.8181818181818,74,72.5,74.25,74,71.1428571428571,73.3636363636364,71,73,74,73.5,72.1428571428571,2,2
"14305",14305,17913,"2016/2017","2017-03-19 00:00:00","I1","Italy","Serie A","Crotone","Fiorentina",0,1,"A",11,27,1,10,71.0909090909091,68,70.5,71.5,71.75,68.7142857142857,79.9090909090909,80,80.5,80.5,79,76.2857142857143,-1,1
"12111",12111,15246,"2017/2018","2017-09-10 00:00:00","B1","Belgium","Jupiler League","Mechelen","Oostende",1,1,"D",11,9,6,3,70.2727272727273,71,70,71.25,69.25,67.2857142857143,72.3636363636364,71,71,72.75,73,70.2857142857143,0,2
"16216",16216,20230,"2016/2017","2016-12-26 00:00:00","E2","England","League 1","Bradford","Scunthorpe",0,0,"D",11,8,5,3,66.5454545454545,67,65,66.5,67.25,62.7142857142857,65.5454545454545,64,66,65.75,65.5,63.5714285714286,0,0
"9747",9747,12452,"2017/2018","2017-12-19 00:00:00","SP2","Spain","La Liga Segunda Division","Valladolid","Zaragoza",3,2,"H",13,10,6,4,72.3636363636364,75,70,73,72.25,70.2857142857143,70.3636363636364,70,70,70,71,67.5714285714286,1,5
"1798",1798,2816,"2018/2019","2019-03-02 00:00:00","I2","Italy","Serie B","Carpi","Ascoli",1,1,"D",13,16,6,3,69.6363636363636,71,71.5,70,68,65,68.3636363636364,66,70,68.75,67.75,66.2857142857143,0,2
"14080",14080,17600,"2016/2017","2017-04-02 00:00:00","T1","Turkey","Futbol Ligi 1","Osmanlispor","Gaziantepspor",0,2,"A",NA,NA,NA,NA,74.5454545454545,77,74,75.75,73,72.4285714285714,72.2727272727273,74,73,71.75,72,69.5714285714286,-2,2
"3137",3137,4441,"2018/2019","2018-12-29 00:00:00","E0","England","Premier League","Fulham","Huddersfield",1,0,"H",14,9,5,5,76.0909090909091,79,76.5,77,74.25,74.1428571428571,75.3636363636364,76,75,73.75,77,72.7142857142857,1,1
"11337",11337,14323,"2017/2018","2017-10-14 00:00:00","SC0","Scotland","Premier League","Partick","Kilmarnock",0,2,"A",7,10,3,6,65.5454545454545,66,65.5,65.75,65.25,62.5714285714286,66,68,66,67.5,64,61.8571428571429,-2,2
"11547",11547,14594,"2017/2018","2017-09-30 00:00:00","E3","England","League 2","Yeovil","Colchester",0,1,"A",7,10,2,2,62.5454545454545,60,62,63.75,62.25,57.7142857142857,64.4545454545455,64,64,64.75,64.5,61.4285714285714,-1,1
"2813",2813,4035,"2018/2019","2019-01-20 00:00:00","I1","Italy","Serie A","Cagliari","Empoli",2,2,"D",13,9,3,4,76.2727272727273,78,77,76,75.75,72.5714285714286,73.7272727272727,71,75,73.25,74.25,71.1428571428571,0,4
"8900",8900,11393,"2017/2018","2018-02-02 00:00:00","T1","Turkey","Futbol Ligi 1","Bursaspor","Besiktas",2,2,"D",7,13,5,9,73.1818181818182,75,73,73.5,72.5,70.2857142857143,80.1818181818182,79,79.5,80.5,80.5,75.2857142857143,0,4
"6539",6539,8548,"2017/2018","2018-05-12 00:00:00","I2","Italy","Serie B","Pescara","Ascoli",0,1,"A",13,21,6,9,69.7272727272727,71,70,68,71,68,67,67,68,67.25,66.25,64.8571428571429,-1,1
"4980",4980,6654,"2018/2019","2018-10-06 00:00:00","T1","Turkey","Futbol Ligi 1","Bursaspor","Ankaragucu",1,0,"H",13,7,5,2,71.6363636363636,64,74,72.25,71.75,70.1428571428571,73.5454545454545,76,72,73,74.25,70.2857142857143,1,1
"6735",6735,8752,"2017/2018","2018-05-01 00:00:00","I2","Italy","Serie B","Cremonese","Novara",1,1,"D",13,2,3,2,70.0909090909091,72,71,70,69.25,66.8571428571429,68.7272727272727,60,70.5,69.5,69.25,64.1428571428571,0,2
"14759",14759,18469,"2016/2017","2017-03-04 00:00:00","E2","England","League 1","Southend","Port Vale",1,1,"D",10,13,2,4,65.5454545454545,62,67,64.75,66.5,64,65.3636363636364,53,64,67,67.5,62.1428571428571,0,2
"3552",3552,4935,"2018/2019","2018-12-15 00:00:00","E3","England","League 2","Macclesfield","Crawley Town",2,0,"H",11,18,5,3,61,61,60.5,60.75,61.5,59,63.9090909090909,63,63.5,63.5,64.75,60.2857142857143,2,2
"8299",8299,10669,"2017/2018","2018-02-24 00:00:00","E2","England","League 1","Bristol Rvs","Scunthorpe",1,1,"D",12,10,4,3,65.3636363636364,64,65.5,65.75,65.25,62.1428571428571,67.3636363636364,70,67,68.5,65.75,63.1428571428571,0,2
"13153",13153,16494,"2016/2017","2017-05-08 00:00:00","P1","Portugal","Liga I","Estoril","Chaves",2,1,"H",NA,NA,NA,NA,70.4545454545455,71,71.5,69.75,70.5,68.2857142857143,71.5454545454545,74,71.5,70.5,72,68.5714285714286,1,3
"15000",15000,18754,"2016/2017","2017-02-24 00:00:00","F2","France","Division 2","Ajaccio","Sochaux",0,0,"D",NA,NA,NA,NA,67.3636363636364,66,68.5,68,66.5,63.1428571428571,68.8181818181818,68,71,70.25,66.5,66,0,0
"16792",16792,20917,"2016/2017","2016-11-30 00:00:00","F1","France","Le Championnat","Nantes","Lyon",0,6,"A",12,20,1,9,75,77,76.5,75,73.75,72.1428571428571,80.1818181818182,83,83,80,78.25,75.7142857142857,-6,6
"3308",3308,4651,"2018/2019","2018-12-23 00:00:00","D1","Germany","Bundesliga 1","Augsburg","Wolfsburg",2,3,"A",10,16,4,5,77.0909090909091,73,77.5,77.75,77.25,72.5714285714286,78.1818181818182,82,77.5,78.25,77.5,75,-1,5
"4365",4365,5911,"2018/2019","2018-11-03 00:00:00","E1","England","Championship","Derby","Birmingham",3,1,"H",18,6,10,3,72.5454545454545,73,72,73,72.25,70.7142857142857,70.5454545454545,69,70.5,70.5,71,68.1428571428571,2,4
"10650",10650,13501,"2017/2018","2017-11-12 00:00:00","I2","Italy","Serie B","Cittadella","Parma",1,2,"A",9,12,3,6,65.4545454545455,65,67,65.75,64.5,62.1428571428571,70.7272727272727,65,71,72.5,70.25,67.1428571428571,-1,3
"8210",8210,10566,"2017/2018","2018-02-27 00:00:00","E1","England","Championship","Hull","Barnsley",1,1,"D",19,7,8,3,73.2727272727273,74,75.5,73.5,71.75,70.7142857142857,68.0909090909091,68,68,68.75,67.5,64.1428571428571,0,2
"4295",4295,5830,"2018/2019","2018-11-06 00:00:00","E2","England","League 1","Walsall","Charlton",0,2,"A",8,8,1,4,66.4545454545455,66,65,67,66.75,64,67.3636363636364,66,67,66.5,68.75,66,-2,2
"4543",4543,6136,"2018/2019","2018-10-27 00:00:00","I1","Italy","Serie A","Torino","Fiorentina",1,1,"D",12,8,4,5,78.2727272727273,82,81.5,77.75,76.25,74.5714285714286,76.5454545454545,78,78,75.75,76.25,74,0,2
"1721",1721,2723,"2018/2019","2019-03-08 00:00:00","E1","England","Championship","Norwich","Swansea",1,0,"H",8,12,1,5,72.4545454545455,73,73.5,72.25,72,70.7142857142857,72.9090909090909,72,75,73.25,71.75,70.5714285714286,1,1
"9084",9084,11615,"2017/2018","2018-01-24 00:00:00","D2","Germany","Bundesliga 2","Fortuna Dusseldorf","Erzgebirge Aue",2,1,"H",17,9,6,4,70.8181818181818,74,72.5,71,69,69,67.9090909090909,71,68.5,68,66.75,66.2857142857143,1,3
"14271",14271,17875,"2016/2017","2017-03-19 00:00:00","SP2","Spain","La Liga Segunda Division","Girona","Cadiz",1,2,"A",NA,NA,NA,NA,72.0909090909091,71,70.5,72,73.25,69.5714285714286,71,70,71,71.25,71,68.4285714285714,-1,3
"1005",1005,1822,"2018/2019","2019-04-07 00:00:00","SP1","Spain","La Liga Primera Division","Betis","Villarreal",2,1,"H",17,10,7,4,80.8181818181818,82,80.5,81.5,80,79.1428571428571,81,84,82,81,79.75,77.5714285714286,1,3
"12903",12903,16244,"2016/2017","2017-05-21 00:00:00","D2","Germany","Bundesliga 2","Kaiserslautern","Nurnberg",1,0,"H",NA,NA,NA,NA,70.1818181818182,69,68.5,71.5,70,67.1428571428571,71.1818181818182,70,71.5,71.75,70.75,68.2857142857143,1,1
"13109",13109,16450,"2016/2017","2017-05-13 00:00:00","I2","Italy","Serie B","Ternana","Spal",2,1,"H",NA,NA,NA,NA,69.1818181818182,70,69.5,68,70,65.8571428571429,68.1818181818182,70,72.5,67.75,66,65,1,3
"18589",18589,23072,"2016/2017","2016-09-11 00:00:00","I1","Italy","Serie A","Bologna","Cagliari",2,1,"H",17,11,10,5,75.8181818181818,80,77,75.25,74.75,74,74.9090909090909,75,75.5,74.5,75,72.1428571428571,1,3
"16742",16742,20854,"2016/2017","2016-12-03 00:00:00","B1","Belgium","Jupiler League","Westerlo","Gent",0,0,"D",NA,NA,NA,NA,68.4545454545455,68,70,68.25,68,66.2857142857143,73.9090909090909,75,75,73.75,73.25,72.1428571428571,0,0
"11203",11203,14179,"2017/2018","2017-10-20 00:00:00","D2","Germany","Bundesliga 2","Ingolstadt","Heidenheim",3,0,"H",15,3,8,1,72.8181818181818,73,72.5,73.5,72.25,70.2857142857143,69.7272727272727,69,71,69.5,69.5,66.5714285714286,3,3
"16167",16167,20176,"2016/2017","2016-12-28 00:00:00","SC0","Scotland","Premier League","St Johnstone","Rangers",1,1,"D",6,18,2,4,66.7272727272727,67,65.5,67.25,66.75,62.8571428571429,69.9090909090909,71,70,69.5,70,67.5714285714286,0,2
"7104",7104,9201,"2017/2018","2018-04-17 00:00:00","E0","England","Premier League","Brighton","Tottenham",1,1,"D",8,16,5,6,75.1818181818182,77,75.5,76,73.75,72.8571428571429,84.1818181818182,88,84,84,83.5,79.2857142857143,0,2
"13431",13431,16822,"2016/2017","2017-04-28 00:00:00","F2","France","Division 2","Amiens","Ajaccio",2,1,"H",NA,NA,NA,NA,66.6363636363636,67,67.5,66.75,66,64,67.3636363636364,66,68.5,68,66.5,63.1428571428571,1,3
"2118",2118,3213,"2018/2019","2019-02-17 00:00:00","SP1","Spain","La Liga Primera Division","Betis","Alaves",1,1,"D",19,6,10,3,80.8181818181818,82,80.5,81.5,80,79.1428571428571,77.2727272727273,80,77.5,77.75,76,75.4285714285714,0,2
"2993",2993,4251,"2018/2019","2019-01-12 00:00:00","SP1","Spain","La Liga Primera Division","Valencia","Valladolid",1,1,"D",17,6,5,1,81.8181818181818,83,81.5,82.25,81.25,78.5714285714286,74.0909090909091,77,75,74.5,72.5,72.5714285714286,0,2
"10289",10289,13074,"2017/2018","2017-11-26 00:00:00","B1","Belgium","Jupiler League","Genk","Standard",0,2,"A",3,5,1,4,74,70,73.5,76,73.25,70.7142857142857,73.1818181818182,79,74,72,72.5,70.8571428571429,-2,2
"10618",10618,13468,"2017/2018","2017-11-18 00:00:00","D2","Germany","Bundesliga 2","Bochum","Greuther Furth",1,1,"D",8,12,3,3,71.7272727272727,71,73.5,71,71.75,69.1428571428571,70,72,69.5,69.5,70.25,66.7142857142857,0,2
"12432",12432,15661,"2017/2018","2017-08-25 00:00:00","F2","France","Division 2","Valenciennes","Niort",4,1,"H",14,15,7,10,68.1818181818182,69,65.5,69,68.5,64.1428571428571,66.9090909090909,68,66.5,66.75,67,63.5714285714286,3,5
"3624",3624,5017,"2018/2019","2018-12-09 00:00:00","D1","Germany","Bundesliga 1","Mainz","Hannover",1,1,"D",28,11,5,3,75.8181818181818,79,74,76,75.75,73,75.4545454545455,76,75.5,75.25,75.5,73,0,2
"9354",9354,11923,"2017/2018","2018-01-13 00:00:00","SP2","Spain","La Liga Segunda Division","Sp Gijon","Alcorcon",3,0,"H",14,10,9,1,73.8181818181818,74,72.5,74.25,74,71.1428571428571,69.8181818181818,68,68.5,69.75,71,67.8571428571429,3,3
"17976",17976,22343,"2016/2017","2016-10-02 00:00:00","SP2","Spain","La Liga Segunda Division","UCAM Murcia","Mirandes",2,2,"D",NA,NA,NA,NA,68.2727272727273,67,68.5,67.75,69,67,68.0909090909091,65,70,68.25,67.75,67.4285714285714,0,4
"16409",16409,20480,"2016/2017","2016-12-17 00:00:00","I2","Italy","Serie B","Cittadella","Pisa",1,0,"H",NA,NA,NA,NA,66,65,67,67.25,64.5,63,68.2727272727273,72,67,67.5,68.75,64.1428571428571,1,1
"16949",16949,21102,"2016/2017","2016-11-25 00:00:00","SP2","Spain","La Liga Segunda Division","Gimnastic","Cadiz",1,0,"H",NA,NA,NA,NA,70.5454545454545,70,70.5,72,69.25,68.5714285714286,71,70,71,71.25,71,68.4285714285714,1,1
"14567",14567,18229,"2016/2017","2017-03-11 00:00:00","SC0","Scotland","Premier League","Ross County","Kilmarnock",1,2,"A",16,5,7,2,66.5454545454545,65,67.5,67,66,63.7142857142857,65.5454545454545,69,67,65,64.5,60.7142857142857,-1,3
"9841",9841,12553,"2017/2018","2017-12-16 00:00:00","E3","England","League 2","Notts County","Grimsby",0,0,"D",6,7,0,3,65.3636363636364,65,64.5,66.25,65,62.4285714285714,63.0909090909091,55,61,63.75,65.5,60.4285714285714,0,0
"1250",1250,2116,"2018/2019","2019-03-30 00:00:00","SC0","Scotland","Premier League","St Mirren","Dundee",2,1,"H",7,7,4,3,63.6363636363636,61,66,63.25,63.5,62,65.5454545454545,64,67.5,64.75,65.75,63.1428571428571,1,3
"1116",1116,1964,"2018/2019","2019-04-06 00:00:00","SP2","Spain","La Liga Segunda Division","Extremadura UD","Almeria",1,0,"H",6,16,3,3,68,66,70,67.75,67.75,66.1428571428571,69.1818181818182,72,69.5,70.25,67.25,66.7142857142857,1,1
"17506",17506,21783,"2016/2017","2016-10-28 00:00:00","F1","France","Le Championnat","Lille","Paris SG",0,1,"A",10,17,1,7,76.5454545454545,82,77,75.75,75.75,71.5714285714286,84.0909090909091,82,86,84.25,83.5,81.1428571428571,-1,1
"10215",10215,12987,"2017/2018","2017-12-02 00:00:00","D1","Germany","Bundesliga 1","Werder Bremen","Stuttgart",1,0,"H",15,12,6,4,76.0909090909091,74,74.5,77.75,75.75,72.8571428571429,75.4545454545455,79,76,75.25,74.5,71.1428571428571,1,1
"14632",14632,18314,"2016/2017","2017-03-06 00:00:00","P1","Portugal","Liga I","Estoril","Rio Ave",0,2,"A",NA,NA,NA,NA,70.4545454545455,71,71.5,69.75,70.5,68.2857142857143,72.7272727272727,74,72.5,72.75,72.5,69.8571428571429,-2,2
"10778",10778,13666,"2017/2018","2017-11-04 00:00:00","P1","Portugal","Liga I","Porto","Belenenses",2,0,"H",17,6,9,3,80.5454545454545,83,78.5,81.5,80,78.2857142857143,72.1818181818182,73,73,72.25,71.5,68.8571428571429,2,2
"13167",13167,16508,"2016/2017","2017-05-07 00:00:00","D1","Germany","Bundesliga 1","Freiburg","Schalke 04",2,0,"H",13,14,5,3,73.4545454545455,73,76,73,72.75,71.7142857142857,80.8181818181818,84,78.5,80.25,81.75,77.8571428571429,2,2
"14299",14299,17907,"2016/2017","2017-03-19 00:00:00","P1","Portugal","Liga I","Porto","Setubal",1,1,"D",NA,NA,NA,NA,80.2727272727273,82,80,80.5,79.75,77,72.5454545454545,73,72,71.75,73.5,69.4285714285714,0,2
"16106",16106,20104,"2016/2017","2016-12-31 00:00:00","SC0","Scotland","Premier League","Rangers","Celtic",1,2,"A",10,23,6,10,69.9090909090909,71,70,69.5,70,67.5714285714286,74,73,73.5,73.75,74.75,70.5714285714286,-1,3
"4891",4891,6545,"2018/2019","2018-10-07 00:00:00","T1","Turkey","Futbol Ligi 1","Konyaspor","Besiktas",2,2,"D",15,7,5,4,73.3636363636364,74,74.5,73.5,72.5,69.4285714285714,80.0909090909091,79,78.5,80.25,81,75.8571428571429,0,4
"1455",1455,2389,"2018/2019","2019-03-16 00:00:00","P1","Portugal","Liga I","Porto","Maritimo",3,0,"H",31,0,8,0,81.2727272727273,82,80,82.5,80.5,77.2857142857143,72.9090909090909,72,74,72.75,72.75,70.2857142857143,3,3
"19148",19148,23755,"2016/2017","2016-08-13 00:00:00","E0","England","Premier League","Everton","Tottenham",1,1,"D",12,13,6,4,81.0909090909091,76,80.5,81.75,82,78,83,88,82,82.5,82.75,78.5714285714286,0,2
"9503",9503,12148,"2017/2018","2017-12-30 00:00:00","SC0","Scotland","Premier League","Motherwell","Hamilton",1,3,"A",8,6,2,3,64.0909090909091,64,65.5,64.25,63.25,58.5714285714286,64.1818181818182,64,60.5,65,65.25,60.1428571428571,-2,4
"16283",16283,20317,"2016/2017","2016-12-21 00:00:00","F1","France","Le Championnat","Lille","Rennes",1,1,"D",18,10,6,4,76.5454545454545,82,77,75.75,75.75,71.5714285714286,76.4545454545455,82,74.5,76.5,76,71.7142857142857,0,2
"753",753,1515,"2018/2019","2019-04-20 00:00:00","E0","England","Premier League","Newcastle","Southampton",3,1,"H",15,15,6,3,76.9090909090909,78,76.5,76.75,77,75,77.7272727272727,77,77,78,78,75.2857142857143,2,4
"7902",7902,10215,"2017/2018","2018-03-11 00:00:00","SP2","Spain","La Liga Segunda Division","Zaragoza","Lorca",3,1,"H",13,7,5,2,70.3636363636364,70,70,70,71,67.5714285714286,67.5454545454545,67,67,67.75,67.75,65.7142857142857,2,4
"13951",13951,17458,"2016/2017","2017-04-08 00:00:00","T1","Turkey","Futbol Ligi 1","Trabzonspor","Besiktas",3,4,"A",NA,NA,NA,NA,75.7272727272727,78,73,75.75,76.5,71.8571428571429,78.7272727272727,79,78.5,80,77.5,76.2857142857143,-1,7
"4328",4328,5864,"2018/2019","2018-11-04 00:00:00","I2","Italy","Serie B","Venezia","Salernitana",1,0,"H",8,7,2,3,69.4545454545455,66,70,69.5,70,66.5714285714286,70.2727272727273,70,71,70.75,69.5,67.7142857142857,1,1
"10056",10056,12789,"2017/2018","2017-12-09 00:00:00","E0","England","Premier League","Swansea","West Brom",1,0,"H",18,7,3,1,77.1818181818182,80,77,78,75.75,74,78.2727272727273,80,78,79.25,77,74.7142857142857,1,1
"9614",9614,12285,"2017/2018","2017-12-26 00:00:00","B1","Belgium","Jupiler League","Club Brugge","Mouscron",4,2,"H",8,8,8,4,74.9090909090909,74,75.5,75.5,74.25,71.8571428571429,67,65,64.5,69,66.75,63.7142857142857,2,6
"5441",5441,7210,"2018/2019","2018-09-21 00:00:00","F2","France","Division 2","Grenoble","Brest",1,2,"A",8,7,2,4,67.1818181818182,65,69.5,67,66.75,64.2857142857143,69.4545454545455,69,70.5,69.25,69.25,65.8571428571429,-1,3
"5962",5962,7869,"2018/2019","2018-08-25 00:00:00","E2","England","League 1","AFC Wimbledon","Sunderland",1,2,"A",10,10,3,5,64.3636363636364,62,65,64.75,64.25,61.5714285714286,69,71,67,69.75,68.75,66.5714285714286,-1,3
"10776",10776,13663,"2017/2018","2017-11-04 00:00:00","T1","Turkey","Futbol Ligi 1","Kasimpasa","Bursaspor",2,2,"D",13,13,9,5,71.1818181818182,67,71,71.75,71.75,68.1428571428571,73.1818181818182,75,73,73.5,72.5,70.2857142857143,0,4
"17395",17395,21643,"2016/2017","2016-10-30 00:00:00","SP2","Spain","La Liga Segunda Division","Alcorcon","Mirandes",1,0,"H",NA,NA,NA,NA,70.4545454545455,72,70.5,69.75,70.75,68,68.0909090909091,65,70,68.25,67.75,67.4285714285714,1,1
"15831",15831,19730,"2016/2017","2017-01-21 00:00:00","I2","Italy","Serie B","Brescia","Avellino",0,2,"A",NA,NA,NA,NA,68.4545454545455,64,68,70,68.25,63.8571428571429,67.2727272727273,66,71,66.5,66.5,64.7142857142857,-2,2
"3490",3490,4866,"2018/2019","2018-12-16 00:00:00","SC0","Scotland","Premier League","Hibernian","Celtic",2,0,"H",7,12,6,4,68.4545454545455,69,68.5,67.25,69.5,64.8571428571429,75.2727272727273,74,75,76,75,72.5714285714286,2,2
"11951",11951,15061,"2017/2018","2017-09-16 00:00:00","E1","England","Championship","Burton","Fulham",2,1,"H",11,15,6,2,68.7272727272727,71,69,68.25,68.5,66.5714285714286,73.6363636363636,68,75.5,74.75,73,71.1428571428571,1,3
"16264",16264,20298,"2016/2017","2016-12-21 00:00:00","P1","Portugal","Liga I","Benfica","Rio Ave",2,0,"H",NA,NA,NA,NA,80.3636363636364,82,81.5,80.5,79.25,78.2857142857143,72.7272727272727,74,72.5,72.75,72.5,69.8571428571429,2,2
"11209",11209,14185,"2017/2018","2017-10-17 00:00:00","E3","England","League 2","Stevenage","Accrington",3,2,"H",9,21,4,7,61.5454545454545,58,61.5,61.5,62.5,58,61.6363636363636,58,60.5,62,62.75,57.1428571428571,1,5
"12963",12963,16304,"2016/2017","2017-05-20 00:00:00","SP2","Spain","La Liga Segunda Division","Oviedo","Zaragoza",0,0,"D",NA,NA,NA,NA,71.6363636363636,70,72.5,72.5,70.75,69,71.6363636363636,70,71,72.75,71.25,68.7142857142857,0,0
"15500",15500,19338,"2016/2017","2017-02-04 00:00:00","SP2","Spain","La Liga Segunda Division","Alcorcon","Numancia",2,3,"A",NA,NA,NA,NA,70.4545454545455,72,70.5,69.75,70.75,68,70.0909090909091,72,71,70,69.25,67.5714285714286,-1,5
"10819",10819,13715,"2017/2018","2017-11-03 00:00:00","D1","Germany","Bundesliga 1","Ein Frankfurt","Werder Bremen",2,1,"H",16,13,5,7,77.4545454545455,81,74.5,78.25,77.25,74.7142857142857,76.0909090909091,74,74.5,77.75,75.75,72.8571428571429,1,3
"17723",17723,22041,"2016/2017","2016-10-18 00:00:00","E2","England","League 1","Port Vale","Charlton",1,1,"D",4,15,3,4,65.3636363636364,53,64,67,67.5,62.1428571428571,69.5454545454545,71,69,69.5,69.5,65.8571428571429,0,2
"15472",15472,19309,"2016/2017","2017-02-04 00:00:00","E2","England","League 1","Milton Keynes Dons","Bolton",1,1,"D",10,5,5,1,66.2727272727273,68,68.5,65.75,65.25,64.2857142857143,68.5454545454545,65,67.5,69.5,69,66.2857142857143,0,2
"13759",13759,17213,"2016/2017","2017-04-15 00:00:00","F1","France","Le Championnat","Monaco","Dijon",2,1,"H",20,8,7,4,80.9090909090909,84,81,81.25,79.75,76.1428571428571,72.5454545454545,76,72.5,73.25,71,70.2857142857143,1,3
